date,open,high,low,close,volume,adj_close
2003-03-13,101.71,101.94,101.09,101.34,6460471,101.34
2003-03-14,101.34,102.64,100.53,102.30,4212889,102.30
2003-03-15,102.30,103.84,101.61,103.28,9452337,103.28
2003-03-18,103.28,103.37,103.26,103.37,1415572,103.37
2003-03-19,103.37,106.44,102.41,105.63,2828435,105.63
2003-03-20,105.63,107.33,103.06,103.07,1611333,103.07
2003-03-21,103.07,104.01,101.69,102.05,5364535,102.05
2003-03-22,102.05,102.11,99.61,99.90,8428120,99.90
2003-03-25,99.90,103.04,99.67,102.24,4132085,102.24
2003-03-26,102.24,102.27,100.81,100.97,4291650,100.97
2003-03-27,100.97,103.33,99.23,103.10,8527745,103.10
2003-03-28,103.10,104.57,98.30,100.04,9988105,100.04
2003-03-29,100.04,103.26,99.33,101.75,1841939,101.75
2003-04-01,101.75,102.05,98.58,98.88,8112509,98.88
2003-04-02,98.88,100.66,98.78,100.01,5485650,100.01
2003-04-03,100.01,101.08,94.96,97.06,1320074,97.06
2003-04-04,97.06,100.29,96.37,99.87,2076954,99.87
2003-04-05,99.87,100.28,99.75,100.18,2769852,100.18
2003-04-07,100.18,100.89,98.82,98.82,3736752,98.82
2003-04-08,98.82,100.47,97.86,99.80,4119575,99.80
2003-04-09,99.80,103.54,98.44,102.70,7833872,102.70
2003-04-10,102.70,104.44,98.82,100.06,4605630,100.06
2003-04-11,100.06,100.31,98.92,99.36,3174832,99.36
2003-04-14,99.36,104.34,99.07,101.90,5160649,101.90
2003-04-15,101.90,105.90,99.92,104.78,9109417,104.78
2003-04-16,104.78,109.48,102.55,107.65,9023677,107.65
2003-04-17,107.65,110.76,106.39,109.47,9457729,109.47
2003-04-18,109.47,112.41,108.77,111.11,8975353,111.11
2003-04-21,111.11,115.58,109.24,113.70,2659046,113.70
2003-04-22,113.70,114.08,111.23,112.28,4390829,112.28
2003-04-23,112.28,112.67,107.73,109.97,8166865,109.97
2003-04-24,109.97,110.30,108.40,108.84,2065976,108.84
2003-04-25,108.84,108.86,106.12,107.28,7808849,107.28
2003-04-28,107.28,107.87,104.46,105.75,6883736,105.75
2003-04-29,105.75,107.43,105.36,106.77,5975636,106.77
2003-04-30,106.77,108.99,105.83,107.91,4807715,107.91
2003-05-01,107.91,109.33,105.76,106.24,9523826,106.24
2003-05-02,106.24,108.95,105.88,107.73,7666771,107.73
2003-05-05,107.73,109.23,103.15,104.95,7296945,104.95
2003-05-06,104.95,106.08,102.71,103.74,9326632,103.74
2003-05-07,103.74,105.11,99.65,100.68,1084248,100.68
2003-05-08,100.68,101.04,99.66,100.07,5249547,100.07
2003-05-09,100.07,101.74,98.02,98.37,8866523,98.37
2003-05-12,98.37,99.16,95.30,96.19,4440943,96.19
2003-05-13,96.19,96.74,96.05,96.60,7329192,96.60
2003-05-14,96.60,97.38,94.38,95.32,6006584,95.32
2003-05-15,95.32,95.86,93.65,93.71,6237891,93.71
2003-05-16,93.71,96.76,91.43,96.00,4407717,96.00
2003-05-19,96.00,96.33,93.50,93.98,7781777,93.98
2003-05-20,93.98,95.46,93.76,95.05,7345005,95.05
2003-05-21,95.05,96.61,94.16,95.94,4482379,95.94
2003-05-22,95.94,98.78,95.64,97.37,8911123,97.37
2003-05-23,97.37,98.50,97.26,98.32,1980372,98.32
2003-05-26,98.32,98.69,97.72,97.93,6934630,97.93
2003-05-27,97.93,102.06,97.85,100.39,3227996,100.39
2003-05-28,100.39,103.02,98.98,102.00,9309378,102.00
2003-05-29,102.00,104.52,101.68,103.27,6646131,103.27
2003-05-30,103.27,103.31,102.98,103.12,1546189,103.12
2003-06-02,103.12,104.48,102.21,104.06,5923379,104.06
2003-06-03,104.06,104.66,101.08,102.36,1650979,102.36
2003-06-04,102.36,103.18,101.00,101.38,1411234,101.38
2003-06-05,101.38,101.45,100.93,101.02,9956877,101.02
2003-06-06,101.02,103.05,99.49,102.92,4136582,102.92
2003-06-09,102.92,107.46,101.60,105.20,3605722,105.20
2003-06-10,105.20,108.38,104.25,107.55,7504138,107.55
2003-06-11,107.55,109.74,106.84,108.75,4329831,108.75
2003-06-12,108.75,109.21,107.08,107.74,8728592,107.74
2003-06-13,107.74,108.78,107.68,108.76,3818040,108.76
2003-06-16,108.76,109.14,107.29,107.70,6703740,107.70
2003-06-17,107.70,108.14,107.68,107.95,1183766,107.95
2003-06-18,107.95,111.09,107.52,109.59,8401482,109.59
2003-06-19,109.59,109.66,108.70,109.01,3179169,109.01
2003-06-20,109.01,113.49,107.98,111.64,8752305,111.64
2003-06-23,111.64,111.81,111.37,111.41,5207123,111.41
2003-06-24,111.41,112.27,111.20,111.94,5693338,111.94
2003-06-25,111.94,112.26,109.96,110.75,8047479,110.75
2003-06-26,110.75,110.80,110.22,110.41,6955525,110.41
2003-06-27,110.41,113.29,105.09,107.29,9936543,107.29
2003-06-30,107.29,107.71,104.74,105.31,5299181,105.31
2003-07-01,105.31,106.20,105.21,105.76,5376083,105.76
2003-07-02,105.76,109.41,104.66,107.79,2030643,107.79
2003-07-03,107.79,107.85,104.65,104.94,4569032,104.94
2003-07-04,104.94,106.77,101.06,102.76,8868293,102.76
2003-07-07,102.76,103.33,99.95,101.22,7918857,101.22
2003-07-08,101.22,102.59,98.58,99.62,2290198,99.62
2003-07-09,99.62,100.51,99.09,100.28,6117190,100.28
2003-07-10,100.28,102.19,99.74,101.89,1675510,101.89
2003-07-11,101.89,102.02,100.63,101.02,4311464,101.02
2003-07-14,101.02,102.15,100.55,101.77,9317769,101.77
2003-07-15,101.77,102.02,101.11,101.25,2105721,101.25
2003-07-16,101.25,101.28,100.76,100.97,5958165,100.97
2003-07-17,100.97,101.16,100.91,101.12,8566405,101.12
2003-07-18,101.12,102.12,99.18,100.00,1546792,100.00
2003-07-21,100.00,100.73,97.86,98.15,3853634,98.15
2003-07-22,98.15,98.39,97.69,97.90,8655358,97.90
2003-07-23,97.90,102.20,97.08,100.30,4088165,100.30
2003-07-24,100.30,102.39,99.51,102.08,7925308,102.08
2003-07-25,102.08,102.22,101.64,101.83,1519445,101.83
2003-07-28,101.83,101.85,101.73,101.78,2566172,101.78
2003-07-29,101.78,102.23,97.69,99.12,7956268,99.12
2003-07-30,99.12,99.38,99.02,99.29,2914509,99.29
2003-07-31,99.29,103.78,98.91,102.12,7870324,102.12
2003-08-01,102.12,102.73,99.82,99.96,7858518,99.96
2003-08-04,99.96,104.10,99.37,102.48,8540258,102.48
2003-08-05,102.48,106.51,101.47,104.79,4975120,104.79
2003-08-06,104.79,104.84,104.54,104.66,6445487,104.66
2003-08-07,104.66,105.07,104.60,104.90,5951180,104.90
2003-08-08,104.90,108.73,103.92,107.62,3051441,107.62
2003-08-11,107.62,110.72,107.14,110.35,2135164,110.35
2003-08-12,110.35,111.68,109.67,111.41,5735657,111.41
2003-08-13,111.41,113.12,110.05,112.95,7898049,112.95
2003-08-14,112.95,114.04,112.81,113.60,9012500,113.60
2003-08-15,113.60,117.25,111.71,115.78,6095104,115.78
2003-08-18,115.78,121.57,115.77,119.22,9294244,119.22
2003-08-19,119.22,119.89,116.93,118.04,1837304,118.04
2003-08-20,118.04,118.68,117.87,118.42,3027717,118.42
2003-08-21,118.42,123.89,117.49,121.64,2241241,121.64
2003-08-22,121.64,123.68,121.02,122.88,2194687,122.88
2003-08-25,122.88,123.81,120.62,121.58,8719711,121.58
2003-08-26,121.58,124.08,117.68,119.07,6642120,119.07
2003-08-27,119.07,119.20,119.04,119.19,8430147,119.19
2003-08-28,119.19,119.25,114.97,116.24,3193619,116.24
2003-08-29,116.24,116.73,115.92,116.59,6252576,116.59
2003-09-01,116.59,119.14,116.02,118.58,3589753,118.58
2003-09-02,118.58,122.85,118.53,120.93,6777692,120.93
2003-09-03,120.93,126.75,119.18,123.93,7153455,123.93
2003-09-04,123.93,128.92,122.48,127.39,3359213,127.39
2003-09-05,127.39,127.62,121.27,124.04,3790323,124.04
2003-09-08,124.04,124.78,118.78,120.50,4917851,120.50
2003-09-09,120.50,120.78,120.37,120.65,6691434,120.65
2003-09-10,120.65,124.24,120.63,122.87,5546816,122.87
2003-09-11,122.87,122.87,122.65,122.75,6224029,122.75
2003-09-12,122.75,126.68,121.22,125.23,8438616,125.23
2003-09-15,125.23,130.72,124.44,128.81,2940411,128.81
2003-09-16,128.81,128.96,126.78,127.42,4918231,127.42
2003-09-17,127.42,131.08,126.12,129.70,9777153,129.70
2003-09-18,129.70,132.00,125.05,126.28,3367539,126.28
2003-09-19,126.28,129.66,125.40,128.97,4530365,128.97
2003-09-22,128.97,130.63,124.77,126.33,4832312,126.33
2003-09-23,126.33,130.62,125.41,129.28,4085918,129.28
2003-09-24,129.28,134.29,128.57,132.43,6044499,132.43
2003-09-25,132.43,135.90,132.17,134.65,6498969,134.65
2003-09-26,134.65,135.05,129.51,130.84,7765573,130.84
2003-09-29,130.84,132.03,128.72,128.73,7255945,128.73
2003-09-30,128.73,133.05,127.23,131.48,6459464,131.48
2003-10-01,131.48,132.10,128.97,130.19,3212225,130.19
2003-10-02,130.19,130.63,130.06,130.42,9751016,130.42
2003-10-03,130.42,133.31,129.85,132.38,6341641,132.38
2003-10-06,132.38,133.02,129.92,130.97,4569293,130.97
2003-10-07,130.97,132.54,126.39,128.26,7806350,128.26
2003-10-08,128.26,129.60,128.12,128.97,8403863,128.97
2003-10-09,128.97,130.01,126.19,126.74,2269707,126.74
2003-10-10,126.74,127.53,124.56,124.74,3424592,124.74
2003-10-13,124.74,131.01,122.56,128.16,6859624,128.16
2003-10-14,128.16,129.02,126.05,126.89,4492016,126.89
2003-10-15,126.89,127.71,124.76,125.14,2264231,125.14
2003-10-16,125.14,125.45,123.40,124.02,9508941,124.02
2003-10-17,124.02,124.83,121.56,121.79,7728261,121.79
2003-10-20,121.79,123.36,118.18,119.63,6534152,119.63
2003-10-21,119.63,123.13,116.86,122.76,7757899,122.76
2003-10-22,122.76,123.56,120.71,121.26,8080554,121.26
2003-10-23,121.26,121.38,120.99,121.05,2150499,121.05
2003-10-24,121.05,121.41,120.79,121.32,3442777,121.32
2003-10-28,121.32,123.25,118.26,119.36,4210570,119.36
2003-10-29,119.36,119.71,116.70,117.97,2399618,117.97
2003-10-30,117.97,119.87,117.74,119.02,7222564,119.02
2003-10-31,119.02,119.09,118.18,118.54,7500990,118.54
2003-11-01,118.54,119.86,118.31,119.40,8816574,119.40
2003-11-04,119.40,119.70,118.09,118.33,5624736,118.33
2003-11-05,118.33,119.27,117.64,119.14,5339451,119.14
2003-11-06,119.14,122.58,118.30,121.69,2310304,121.69
2003-11-07,121.69,121.90,120.93,121.22,6586683,121.22
2003-11-08,121.22,122.87,120.93,122.35,2697555,122.35
2003-11-11,122.35,124.31,119.66,120.34,6450137,120.34
2003-11-12,120.34,122.04,119.31,121.60,8049054,121.60
2003-11-13,121.60,123.49,116.32,118.21,1201245,118.21
2003-11-14,118.21,118.29,114.84,115.70,7632594,115.70
2003-11-15,115.70,116.58,114.53,114.74,3476512,114.74
2003-11-18,114.74,119.95,111.64,118.00,2818645,118.00
2003-11-19,118.00,120.68,114.90,115.27,8780725,115.27
2003-11-20,115.27,119.44,113.83,117.74,5779816,117.74
2003-11-21,117.74,119.83,116.98,118.99,1017254,118.99
2003-11-22,118.99,124.26,117.91,121.83,8877707,121.83
2003-11-25,121.83,122.27,117.94,118.59,8004097,118.59
2003-11-26,118.59,118.59,118.51,118.53,4863867,118.53
2003-11-27,118.53,119.05,117.72,117.96,4606061,117.96
2003-11-28,117.96,119.71,112.28,114.86,8497378,114.86
2003-11-29,114.86,117.54,109.06,111.72,9841947,111.72
2003-12-02,111.72,113.10,111.01,112.94,8176456,112.94
2003-12-03,112.94,113.61,111.51,112.03,3992463,112.03
2003-12-04,112.03,113.93,110.86,113.82,1577367,113.82
2003-12-05,113.82,113.97,110.78,112.04,7998266,112.04
2003-12-06,112.04,112.73,110.02,110.62,4266185,110.62
2003-12-09,110.62,111.20,110.49,111.02,8115741,111.02
2003-12-10,111.02,112.43,110.91,112.12,5627271,112.12
2003-12-11,112.12,115.78,110.13,114.38,9733511,114.38
2003-12-12,114.38,115.03,114.34,114.71,2699446,114.71
2003-12-13,114.71,116.47,113.39,116.21,4918948,116.21
2003-12-16,116.21,118.82,115.83,117.80,9312129,117.80
2003-12-17,117.80,118.41,117.79,118.13,3815030,118.13
2003-12-18,118.13,118.82,116.00,116.82,4469786,116.82
2003-12-19,116.82,122.01,115.77,120.01,7162217,120.01
2003-12-20,120.01,121.54,116.78,117.82,1052755,117.82
2003-12-23,117.82,118.17,115.11,116.34,7056313,116.34
2003-12-24,116.34,116.75,114.77,114.83,9076912,114.83
2003-12-25,114.83,115.01,111.95,113.35,4068292,113.35
2003-12-26,113.35,113.75,112.75,112.94,9085723,112.94
2003-12-27,112.94,118.91,112.21,116.27,3104960,116.27
2003-12-30,116.27,116.27,114.85,115.04,2737384,115.04
2003-12-31,115.04,115.57,114.16,114.40,7863280,114.40
2004-01-01,114.40,115.84,113.50,115.53,9676456,115.53
2004-01-02,115.53,115.85,109.28,112.18,4400600,112.18
2004-01-03,112.18,113.60,112.10,112.89,6168038,112.89
2004-01-06,112.89,113.35,111.93,112.07,3527828,112.07
2004-01-07,112.07,113.43,112.06,113.02,4836166,113.02
2004-01-08,113.02,113.43,112.39,112.44,5518348,112.44
2004-01-09,112.44,112.78,112.34,112.77,7688992,112.77
2004-01-10,112.77,113.62,106.78,109.53,6069666,109.53
2004-01-13,109.53,112.40,108.32,111.11,8130853,111.11
2004-01-14,111.11,113.92,109.93,112.98,4203166,112.98
2004-01-15,112.98,113.03,112.89,112.89,8404590,112.89
2004-01-16,112.89,113.24,108.67,110.68,2001507,110.68
2004-01-17,110.68,112.35,110.32,111.69,4301087,111.69
2004-01-20,111.69,112.37,110.60,110.86,9062777,110.86
2004-01-21,110.86,111.69,110.22,111.55,6282843,111.55
2004-01-22,111.55,112.42,110.06,110.42,1381714,110.42
2004-01-23,110.42,112.89,110.30,112.12,2256445,112.12
2004-01-24,112.12,112.40,109.97,110.39,4144432,110.39
2004-01-27,110.39,114.00,109.63,112.46,7144531,112.46
2004-01-28,112.46,113.60,108.86,109.65,2967615,109.65
2004-01-29,109.65,113.68,109.39,112.87,3453278,112.87
2004-01-30,112.87,113.02,112.22,112.52,3686975,112.52
2004-01-31,112.52,113.26,109.19,110.58,8525898,110.58
2004-02-03,110.58,112.61,107.73,108.17,7021266,108.17
2004-02-04,108.17,111.62,106.89,110.71,9043982,110.71
2004-02-05,110.71,110.87,109.83,109.83,2006664,109.83
2004-02-06,109.83,110.80,109.75,110.33,5780337,110.33
2004-02-07,110.33,112.65,109.32,112.06,6389208,112.06
2004-02-10,112.06,115.66,110.17,114.64,9149976,114.64
2004-02-11,114.64,117.94,114.02,117.15,1228742,117.15
2004-02-12,117.15,117.67,116.37,116.62,3334356,116.62
2004-02-13,116.62,121.35,116.15,119.15,3832211,119.15
2004-02-14,119.15,120.99,118.21,120.39,9681401,120.39
2004-02-17,120.39,126.13,118.32,123.99,1257807,123.99
2004-02-18,123.99,124.09,123.60,123.77,1580036,123.77
2004-02-19,123.77,125.34,123.22,124.71,5018074,124.71
2004-02-20,124.71,126.71,124.68,126.30,7837809,126.30
2004-02-21,126.30,129.40,125.24,128.50,1369573,128.50
2004-02-24,128.50,128.50,124.04,124.70,2898697,124.70
2004-02-25,124.70,125.35,124.41,125.17,6133979,125.17
2004-02-26,125.17,126.74,122.62,123.44,3155468,123.44
2004-02-27,123.44,124.66,120.44,121.86,7480853,121.86
2004-02-28,121.86,122.41,120.81,121.15,3704756,121.15
2004-03-02,121.15,123.37,121.02,122.49,4680885,122.49
2004-03-03,122.49,126.17,119.45,126.15,6951751,126.15
2004-03-04,126.15,127.89,126.02,127.33,8073971,127.33
2004-03-05,127.33,130.42,126.75,130.27,5638990,130.27
2004-03-06,130.27,132.51,125.87,127.00,7623771,127.00
2004-03-09,127.00,130.36,125.19,129.25,9662744,129.25
2004-03-10,129.25,134.69,129.20,132.19,4519012,132.19
2004-03-11,132.19,133.00,131.85,132.72,9705074,132.72
2004-03-12,132.72,137.04,130.03,136.46,4402197,136.46
2004-03-13,136.46,136.52,136.43,136.50,7593107,136.50
2004-03-16,136.50,136.66,136.45,136.59,2970261,136.59
2004-03-17,136.59,138.85,131.60,133.43,5431360,133.43
2004-03-18,133.43,135.36,133.42,134.42,9494579,134.42
2004-03-19,134.42,134.61,131.80,132.60,3751538,132.60
2004-03-20,132.60,135.86,126.30,129.11,4125138,129.11
2004-03-23,129.11,129.27,128.48,128.78,3018876,128.78
2004-03-24,128.78,129.34,125.74,127.25,5297244,127.25
2004-03-25,127.25,128.21,125.86,126.01,6345790,126.01
2004-03-26,126.01,126.18,121.52,122.71,9702958,122.71
2004-03-27,122.71,125.84,122.02,124.59,2974530,124.59
2004-03-30,124.59,124.74,121.98,123.21,3614400,123.21
2004-03-31,123.21,123.22,119.90,120.37,9308524,120.37
2004-04-01,120.37,122.87,118.96,122.00,3165651,122.00
2004-04-02,122.00,122.69,120.95,121.15,6104494,121.15
2004-04-03,121.15,125.14,119.02,124.32,3745225,124.32
2004-04-05,124.32,124.69,124.27,124.68,5259362,124.68
2004-04-06,124.68,126.45,123.50,125.93,4672370,125.93
2004-04-07,125.93,125.96,125.67,125.73,5297221,125.73
2004-04-08,125.73,127.50,122.91,123.26,7110586,123.26
2004-04-09,123.26,124.62,121.57,121.72,9199608,121.72
2004-04-12,121.72,121.86,121.62,121.85,7419993,121.85
2004-04-13,121.85,126.33,121.34,125.33,6569675,125.33
2004-04-14,125.33,125.48,125.33,125.42,5248101,125.42
2004-04-15,125.42,125.91,123.76,124.48,9425678,124.48
2004-04-16,124.48,126.75,120.27,121.00,9368900,121.00
2004-04-19,121.00,123.24,120.24,122.19,6684350,122.19
2004-04-20,122.19,125.13,121.14,124.86,5847232,124.86
2004-04-21,124.86,125.81,120.59,122.42,2266341,122.42
2004-04-22,122.42,123.91,122.04,123.50,4011024,123.50
2004-04-23,123.50,124.98,123.40,124.75,4983142,124.75
2004-04-26,124.75,129.15,123.66,127.91,6094127,127.91
2004-04-27,127.91,129.71,124.44,125.82,2989738,125.82
2004-04-28,125.82,126.39,124.14,124.25,7910001,124.25
2004-04-29,124.25,127.75,123.59,127.21,8104881,127.21
2004-04-30,127.21,130.94,126.73,129.94,3692667,129.94
2004-05-03,129.94,131.34,126.14,127.21,1128182,127.21
2004-05-04,127.21,127.76,122.66,124.85,7630171,124.85
2004-05-05,124.85,124.95,118.60,121.18,1596869,121.18
2004-05-06,121.18,122.61,119.01,119.63,6214407,119.63
2004-05-07,119.63,120.27,117.75,118.29,3439852,118.29
2004-05-10,118.29,118.95,117.08,117.31,9514150,117.31
2004-05-11,117.31,117.61,115.35,116.26,9071567,116.26
2004-05-12,116.26,119.31,114.68,118.17,6110353,118.17
2004-05-13,118.17,118.25,117.59,117.77,4516377,117.77
2004-05-14,117.77,121.19,117.04,119.64,5294951,119.64
2004-05-17,119.64,120.98,119.62,120.79,1948256,120.79
2004-05-18,120.79,123.26,120.34,122.41,5594679,122.41
2004-05-19,122.41,122.57,121.84,122.01,1026882,122.01
2004-05-20,122.01,125.16,121.63,125.13,2405493,125.13
2004-05-21,125.13,127.65,123.87,126.79,8848087,126.79
2004-05-24,126.79,127.56,125.06,125.62,8484946,125.62
2004-05-25,125.62,126.76,120.72,123.13,1425890,123.13
2004-05-26,123.13,123.60,117.36,120.05,6517508,120.05
2004-05-27,120.05,120.62,114.27,116.66,4089746,116.66
2004-05-28,116.66,117.14,114.75,115.58,4065812,115.58
2004-05-31,115.58,115.97,115.04,115.18,7938091,115.18
2004-06-01,115.18,115.59,110.70,112.20,7991431,112.20
2004-06-02,112.20,114.09,109.55,110.24,4087735,110.24
2004-06-03,110.24,111.02,107.79,107.94,7365154,107.94
2004-06-04,107.94,113.87,107.05,111.16,4779123,111.16
2004-06-07,111.16,113.99,110.88,112.95,5544847,112.95
2004-06-08,112.95,114.19,112.77,113.78,2737809,113.78
2004-06-09,113.78,113.79,110.95,111.96,4487807,111.96
2004-06-10,111.96,116.46,111.84,114.66,9056832,114.66
2004-06-11,114.66,114.85,112.93,112.98,8488210,112.98
2004-06-14,112.98,113.15,112.69,112.72,7103294,112.72
2004-06-15,112.72,112.89,112.62,112.81,8538930,112.81
2004-06-16,112.81,116.93,111.04,115.08,5463494,115.08
2004-06-17,115.08,118.20,112.99,117.38,2089574,117.38
2004-06-18,117.38,117.44,116.67,116.78,6753654,116.78
2004-06-21,116.78,117.55,115.33,115.79,7805658,115.79
2004-06-22,115.79,115.98,115.32,115.55,1833490,115.55
2004-06-23,115.55,118.72,114.27,117.40,9377483,117.40
2004-06-24,117.40,117.68,115.46,116.23,2783099,116.23
2004-06-25,116.23,117.74,114.02,114.69,4666662,114.69
2004-06-28,114.69,120.92,111.84,117.85,7352937,117.85
2004-06-29,117.85,119.37,115.63,116.24,2447533,116.24
2004-06-30,116.24,119.55,116.23,118.29,1072642,118.29
2004-07-01,118.29,120.94,117.60,119.71,2615240,119.71
2004-07-02,119.71,120.25,116.23,117.46,1470694,117.46
2004-07-05,117.46,118.19,112.49,114.11,8357959,114.11
2004-07-06,114.11,114.75,112.59,113.03,4035302,113.03
2004-07-07,113.03,117.24,110.71,115.39,9509262,115.39
2004-07-08,115.39,115.44,115.32,115.32,3988665,115.32
2004-07-09,115.32,116.39,114.68,116.04,9383258,116.04
2004-07-12,116.04,118.29,115.55,117.72,6839821,117.72
2004-07-13,117.72,117.93,115.21,116.28,3470676,116.28
2004-07-14,116.28,117.25,113.26,114.12,2128059,114.12
2004-07-15,114.12,115.35,110.54,111.53,2667928,111.53
2004-07-16,111.53,111.70,110.82,110.99,6489267,110.99
2004-07-19,110.99,114.86,109.81,114.22,5043578,114.22
2004-07-20,114.22,115.21,111.60,112.32,8160627,112.32
2004-07-21,112.32,113.05,109.69,110.76,3255239,110.76
2004-07-22,110.76,111.47,110.74,111.27,2417724,111.27
2004-07-23,111.27,111.31,110.05,110.56,8081815,110.56
2004-07-26,110.56,110.63,110.15,110.28,1718682,110.28
2004-07-27,110.28,113.13,108.45,112.13,4881565,112.13
2004-07-28,112.13,115.59,110.28,114.37,1618622,114.37
2004-07-29,114.37,114.78,110.81,112.13,1510411,112.13
2004-07-30,112.13,112.85,107.73,109.75,3105951,109.75
2004-08-02,109.75,112.84,107.71,112.32,7537613,112.32
2004-08-03,112.32,116.78,110.25,115.12,7612495,115.12
2004-08-04,115.12,118.86,115.10,118.15,3850055,118.15
2004-08-05,118.15,119.75,114.78,116.46,2904136,116.46
2004-08-06,116.46,117.90,113.57,114.93,9444530,114.93
2004-08-09,114.93,115.35,113.47,114.16,1890883,114.16
2004-08-10,114.16,119.03,112.76,117.19,4629934,117.19
2004-08-11,117.19,118.29,113.02,113.76,5703286,113.76
2004-08-12,113.76,115.30,113.09,114.77,6662839,114.77
2004-08-13,114.77,115.12,114.13,114.39,5006136,114.39
2004-08-16,114.39,117.79,113.60,116.78,9029051,116.78
2004-08-17,116.78,118.10,113.40,114.89,1382252,114.89
2004-08-18,114.89,115.50,113.04,113.94,6720788,113.94
2004-08-19,113.94,114.30,113.36,113.55,2633763,113.55
2004-08-20,113.55,113.70,112.65,113.02,9915350,113.02
2004-08-23,113.02,113.87,107.83,109.98,4603331,109.98
2004-08-24,109.98,110.15,109.92,110.09,8413314,110.09
2004-08-25,110.09,110.20,109.82,109.92,4483585,109.92
2004-08-26,109.92,113.10,109.83,111.56,5820492,111.56
2004-08-27,111.56,112.11,111.45,111.93,8916240,111.93
2004-08-30,111.93,111.94,111.93,111.94,3325322,111.94
2004-08-31,111.94,115.86,110.82,115.14,3682152,115.14
2004-09-01,115.14,116.02,110.24,112.07,9666620,112.07
2004-09-02,112.07,113.18,107.17,109.16,1441571,109.16
2004-09-03,109.16,109.19,108.02,108.39,2775835,108.39
2004-09-06,108.39,108.49,107.19,107.60,9994550,107.60
2004-09-07,107.60,108.14,102.06,104.48,9784958,104.48
2004-09-08,104.48,107.33,104.17,106.26,6843865,106.26
2004-09-09,106.26,106.78,104.07,105.14,4823960,105.14
2004-09-10,105.14,105.57,104.43,104.55,6795375,104.55
2004-09-13,104.55,105.71,101.14,102.33,6396726,102.33
2004-09-14,102.33,104.28,99.90,100.25,4046108,100.25
2004-09-15,100.25,101.91,97.55,98.37,3550325,98.37
2004-09-16,98.37,99.76,97.40,99.55,5973623,99.55
2004-09-17,99.55,102.09,97.26,101.96,4993654,101.96
2004-09-20,101.96,104.42,100.88,104.06,9013552,104.06
