date,open,high,low,close,volume,adj_close
2003-02-19,75.39,75.53,71.91,73.21,3311365,73.21
2003-02-20,73.21,74.80,71.33,71.48,6018856,71.48
2003-02-21,71.48,72.78,68.36,69.75,8092825,69.75
2003-02-22,69.75,70.17,69.35,70.16,8499118,70.16
2003-02-25,70.16,71.31,67.06,68.22,3992761,68.22
2003-02-26,68.22,69.37,65.48,66.38,8819078,66.38
2003-02-27,66.38,67.39,66.21,67.02,1177587,67.02
2003-02-28,67.02,67.46,67.00,67.30,6969002,67.30
2003-03-01,67.30,68.17,65.28,66.13,2323678,66.13
2003-03-04,66.13,66.83,65.13,65.36,2073314,65.36
2003-03-05,65.36,66.12,62.51,63.52,4514134,63.52
2003-03-06,63.52,63.56,62.87,62.98,2080018,62.98
2003-03-07,62.98,64.18,62.78,63.65,1042063,63.65
2003-03-08,63.65,65.07,63.14,64.43,3613126,64.43
2003-03-11,64.43,65.63,61.42,62.85,5140467,62.85
2003-03-12,62.85,62.99,62.49,62.60,2219377,62.60
2003-03-13,62.60,62.67,62.60,62.66,8325823,62.66
2003-03-14,62.66,63.05,60.94,61.57,9786598,61.57
2003-03-15,61.57,61.59,61.31,61.43,3584518,61.43
2003-03-18,61.43,64.51,60.53,62.99,1020371,62.99
2003-03-19,62.99,65.43,62.05,64.42,5638613,64.42
2003-03-20,64.42,65.17,64.09,64.85,9683708,64.85
2003-03-21,64.85,66.15,62.93,63.36,3222137,63.36
2003-03-22,63.36,63.51,63.02,63.18,5080453,63.18
2003-03-25,63.18,65.02,61.91,64.65,3028972,64.65
2003-03-26,64.65,65.85,63.97,65.67,1683434,65.67
2003-03-27,65.67,66.74,65.47,66.52,9289328,66.52
2003-03-28,66.52,68.88,65.15,67.93,2669389,67.93
2003-03-29,67.93,68.90,67.68,68.45,6252641,68.45
2003-04-01,68.45,69.71,67.96,69.31,9368167,69.31
2003-04-02,69.31,71.44,68.78,70.51,8383296,70.51
2003-04-03,70.51,71.40,70.25,71.05,8635682,71.05
2003-04-04,71.05,71.63,68.59,69.64,1472016,69.64
2003-04-05,69.64,71.67,69.35,71.33,5513039,71.33
2003-04-07,71.33,73.13,70.62,72.96,5700637,72.96
2003-04-08,72.96,73.73,72.49,73.45,2705558,73.45
2003-04-09,73.45,76.59,72.07,75.23,3365763,75.23
2003-04-10,75.23,77.05,75.19,76.57,2473701,76.57
2003-04-11,76.57,76.60,76.26,76.34,2311191,76.34
2003-04-14,76.34,77.92,74.38,74.72,3424876,74.72
2003-04-15,74.72,75.95,74.28,75.35,4183731,75.35
2003-04-16,75.35,75.36,75.04,75.19,7455206,75.19
2003-04-17,75.19,75.44,74.66,74.76,9726405,74.76
2003-04-18,74.76,75.60,71.61,73.09,1241697,73.09
2003-04-21,73.09,73.37,71.33,71.81,6815565,71.81
2003-04-22,71.81,72.06,69.12,69.85,5060426,69.85
2003-04-23,69.85,70.42,69.79,70.14,3478699,70.14
2003-04-24,70.14,70.28,69.71,69.89,9573897,69.89
2003-04-25,69.89,70.17,69.85,70.06,4591355,70.06
2003-04-28,70.06,70.08,70.03,70.05,4901127,70.05
2003-04-29,70.05,71.93,67.68,68.11,5592083,68.11
2003-04-30,68.11,69.42,67.48,69.11,4693904,69.11
2003-05-01,69.11,69.31,68.86,68.88,1642357,68.88
2003-05-02,68.88,68.91,68.56,68.66,1635231,68.66
2003-05-05,68.66,69.56,68.39,69.38,2124092,69.38
2003-05-06,69.38,72.32,68.47,71.08,6752551,71.08
2003-05-07,71.08,72.20,67.85,68.97,1787824,68.97
2003-05-08,68.97,69.25,68.92,69.20,3929381,69.20
2003-05-09,69.20,69.49,68.52,68.54,1453257,68.54
2003-05-12,68.54,71.25,67.08,70.53,6451787,70.53
2003-05-13,70.53,70.58,69.47,69.52,2513465,69.52
2003-05-14,69.52,73.35,68.20,71.54,2088534,71.54
2003-05-15,71.54,71.61,70.22,70.36,7932577,70.36
2003-05-16,70.36,70.43,69.39,69.74,4221594,69.74
2003-05-19,69.74,71.71,69.17,71.20,5382892,71.20
2003-05-20,71.20,74.74,71.08,73.10,9500209,73.10
2003-05-21,73.10,73.14,72.97,73.01,1872630,73.01
2003-05-22,73.01,73.25,73.00,73.23,8272567,73.23
2003-05-23,73.23,74.74,73.03,74.22,4303730,74.22
2003-05-26,74.22,74.26,73.17,73.25,9623294,73.25
2003-05-27,73.25,75.75,73.21,74.78,7522901,74.78
2003-05-28,74.78,75.50,74.56,75.38,6881928,75.38
2003-05-29,75.38,76.14,72.79,73.16,2474999,73.16
2003-05-30,73.16,75.04,72.98,74.93,3533881,74.93
2003-06-02,74.93,76.55,74.59,75.77,8845761,75.77
2003-06-03,75.77,77.74,75.70,77.59,2703596,77.59
2003-06-04,77.59,77.62,77.26,77.29,7478520,77.29
2003-06-05,77.29,77.45,77.23,77.39,3921047,77.39
2003-06-06,77.39,77.89,77.13,77.69,1919558,77.69
2003-06-09,77.69,79.73,76.28,79.44,5887654,79.44
2003-06-10,79.44,79.50,79.43,79.48,7975082,79.48
2003-06-11,79.48,82.64,79.19,81.50,8839995,81.50
2003-06-12,81.50,83.26,80.30,82.73,5161699,82.73
2003-06-13,82.73,83.43,81.38,81.97,3108067,81.97
2003-06-16,81.97,81.97,81.92,81.94,6033150,81.94
2003-06-17,81.94,83.79,78.55,79.63,2252977,79.63
2003-06-18,79.63,80.18,75.26,77.28,4473088,77.28
2003-06-19,77.28,80.17,76.16,79.60,3759530,79.60
2003-06-20,79.60,80.80,76.53,78.00,1946903,78.00
2003-06-23,78.00,78.59,77.74,78.57,3974948,78.57
2003-06-24,78.57,80.09,77.74,79.42,4732311,79.42
2003-06-25,79.42,79.64,79.33,79.63,5083919,79.63
2003-06-26,79.63,80.24,79.39,80.04,2746324,80.04
2003-06-27,80.04,80.69,78.61,79.22,1118489,79.22
2003-06-30,79.22,79.48,78.07,78.62,3977105,78.62
2003-07-01,78.62,80.17,74.25,76.39,6552876,76.39
2003-07-02,76.39,77.74,73.43,74.25,1631336,74.25
2003-07-03,74.25,75.23,73.87,74.79,9304531,74.79
2003-07-04,74.79,77.42,73.56,76.18,9871632,76.18
2003-07-07,76.18,78.49,75.65,77.51,6034405,77.51
2003-07-08,77.51,78.77,75.39,75.94,2252332,75.94
2003-07-09,75.94,76.06,75.93,76.02,6531940,76.02
2003-07-10,76.02,76.31,75.57,75.64,6968141,75.64
2003-07-11,75.64,75.67,75.51,75.54,3699474,75.54
2003-07-14,75.54,75.62,75.32,75.42,2680331,75.42
2003-07-15,75.42,76.65,72.25,73.21,4046464,73.21
2003-07-16,73.21,74.25,70.73,71.94,9345649,71.94
2003-07-17,71.94,74.01,70.13,73.93,7039965,73.93
2003-07-18,73.93,74.42,72.45,73.11,1804929,73.11
2003-07-21,73.11,73.49,73.05,73.35,9309635,73.35
2003-07-22,73.35,74.94,72.89,74.74,8258945,74.74
2003-07-23,74.74,78.11,74.45,76.97,2949658,76.97
2003-07-24,76.97,77.27,75.85,76.19,8295628,76.19
2003-07-25,76.19,76.93,74.32,75.16,9658856,75.16
2003-07-28,75.16,78.50,74.11,76.96,3565278,76.96
2003-07-29,76.96,77.07,75.70,76.21,4791531,76.21
2003-07-30,76.21,76.26,73.46,74.32,9237357,74.32
2003-07-31,74.32,75.21,70.46,72.31,6217380,72.31
2003-08-01,72.31,72.50,69.42,70.31,7231506,70.31
2003-08-04,70.31,71.47,69.68,71.37,5991103,71.37
2003-08-05,71.37,73.40,70.44,72.56,8837197,72.56
2003-08-06,72.56,74.80,71.69,73.77,6849101,73.77
2003-08-07,73.77,74.35,70.06,71.58,2564315,71.58
2003-08-08,71.58,71.91,71.35,71.83,8040517,71.83
2003-08-11,71.83,72.23,70.42,70.50,8126367,70.50
2003-08-12,70.50,73.54,69.00,72.57,4433849,72.57
2003-08-13,72.57,75.43,71.51,74.10,5555193,74.10
2003-08-14,74.10,75.26,71.20,72.19,5050178,72.19
2003-08-15,72.19,74.28,72.01,73.53,5816360,73.53
2003-08-18,73.53,74.60,71.48,71.52,5261707,71.52
2003-08-19,71.52,72.61,71.34,72.54,2669527,72.54
2003-08-20,72.54,74.99,71.58,74.54,4164265,74.54
2003-08-21,74.54,74.86,73.42,73.43,4171329,73.43
2003-08-22,73.43,76.29,71.89,75.09,9882588,75.09
2003-08-25,75.09,78.60,74.96,77.06,1851151,77.06
2003-08-26,77.06,78.28,74.85,75.60,7074840,75.60
2003-08-27,75.60,76.16,74.32,74.95,9981987,74.95
2003-08-28,74.95,75.17,72.76,73.19,6689116,73.19
2003-08-29,73.19,74.67,73.07,74.05,5947234,74.05
2003-09-01,74.05,75.02,72.49,73.05,5482402,73.05
2003-09-02,73.05,73.31,72.15,72.20,3233246,72.20
2003-09-03,72.20,74.69,71.98,73.46,9843815,73.46
2003-09-04,73.46,75.12,73.38,74.40,5561246,74.40
2003-09-05,74.40,74.91,74.16,74.89,3544716,74.89
2003-09-08,74.89,78.11,73.09,76.93,7399570,76.93
2003-09-09,76.93,77.62,74.72,74.87,1663155,74.87
2003-09-10,74.87,78.11,74.01,76.53,8947353,76.53
2003-09-11,76.53,76.67,75.97,76.05,1657549,76.05
2003-09-12,76.05,78.26,74.83,77.48,7992669,77.48
2003-09-15,77.48,79.30,77.22,79.07,4894935,79.07
2003-09-16,79.07,79.97,77.81,78.01,6518752,78.01
2003-09-17,78.01,79.23,75.52,75.84,7780508,75.84
2003-09-18,75.84,76.69,72.39,73.83,6981452,73.83
2003-09-19,73.83,77.59,72.07,76.04,2814427,76.04
2003-09-22,76.04,78.57,75.81,78.27,4439387,78.27
2003-09-23,78.27,81.12,78.20,79.76,8163900,79.76
2003-09-24,79.76,79.88,79.49,79.59,5987119,79.59
2003-09-25,79.59,82.03,79.03,80.89,9328241,80.89
2003-09-26,80.89,80.97,80.86,80.95,8938168,80.95
2003-09-29,80.95,83.35,80.34,82.74,2264146,82.74
2003-09-30,82.74,84.25,81.92,83.92,7531665,83.92
2003-10-01,83.92,85.41,80.20,82.05,4127548,82.05
2003-10-02,82.05,82.59,80.72,80.96,8578772,80.96
2003-10-03,80.96,82.99,79.76,82.35,9178064,82.35
2003-10-06,82.35,83.92,81.60,83.62,1579353,83.62
2003-10-07,83.62,83.73,82.40,83.01,7900242,83.01
2003-10-08,83.01,83.47,82.96,83.31,9320231,83.31
2003-10-09,83.31,85.76,83.08,84.67,2385539,84.67
2003-10-10,84.67,85.06,84.51,84.88,2169755,84.88
2003-10-13,84.88,85.12,83.99,84.10,2009205,84.10
2003-10-14,84.10,85.03,83.77,84.70,6890217,84.70
2003-10-15,84.70,88.16,84.62,86.94,5432502,86.94
2003-10-16,86.94,88.03,83.98,85.13,5803926,85.13
2003-10-17,85.13,87.38,84.24,86.82,4710190,86.82
2003-10-20,86.82,86.84,85.17,85.89,9297385,85.89
2003-10-21,85.89,85.99,85.53,85.58,4062482,85.58
2003-10-22,85.58,87.76,84.70,87.66,7565475,87.66
2003-10-23,87.66,87.72,87.33,87.43,4206828,87.43
2003-10-24,87.43,88.92,86.73,88.27,1069333,88.27
2003-10-28,88.27,91.06,87.03,90.12,7856771,90.12
2003-10-29,90.12,92.47,90.02,92.15,3347272,92.15
2003-10-30,92.15,92.31,92.10,92.26,4779927,92.26
2003-10-31,92.26,93.30,90.78,90.99,7241443,90.99
2003-11-01,90.99,92.13,90.72,91.91,8420263,91.91
2003-11-04,91.91,95.92,91.77,94.41,2479775,94.41
2003-11-05,94.41,94.47,91.43,92.60,9803710,92.60
2003-11-06,92.60,93.52,90.80,91.64,6461085,91.64
2003-11-07,91.64,95.57,89.86,93.81,1785081,93.81
2003-11-08,93.81,93.92,93.76,93.87,1355702,93.87
2003-11-11,93.87,93.92,93.76,93.79,8904406,93.79
2003-11-12,93.79,95.95,93.10,95.62,2997482,95.62
2003-11-13,95.62,96.60,95.43,96.27,9450343,96.27
2003-11-14,96.27,99.51,95.01,98.02,1301505,98.02
2003-11-15,98.02,98.13,97.75,97.86,8841344,97.86
2003-11-18,97.86,98.88,97.56,98.57,9069132,98.57
2003-11-19,98.57,101.29,97.38,100.44,9653615,100.44
2003-11-20,100.44,102.56,95.95,97.54,1830983,97.54
2003-11-21,97.54,101.45,96.58,99.54,4055874,99.54
2003-11-22,99.54,100.37,98.87,100.22,6368139,100.22
2003-11-25,100.22,102.45,99.65,101.60,3503456,101.60
2003-11-26,101.60,102.07,101.28,102.01,3252263,102.01
2003-11-27,102.01,102.95,99.04,100.36,1044687,100.36
2003-11-28,100.36,102.07,99.72,101.25,9830304,101.25
2003-11-29,101.25,101.27,101.24,101.26,2460693,101.26
2003-12-02,101.26,102.35,99.42,99.93,3728523,99.93
2003-12-03,99.93,103.05,99.26,102.11,5317023,102.11
2003-12-04,102.11,104.34,98.82,99.06,1435171,99.06
2003-12-05,99.06,101.04,98.12,100.09,7347197,100.09
2003-12-06,100.09,104.94,99.00,102.86,3244581,102.86
2003-12-09,102.86,105.03,99.02,100.12,5797252,100.12
2003-12-10,100.12,101.73,100.11,101.01,6504460,101.01
2003-12-11,101.01,103.70,99.57,102.52,2804216,102.52
2003-12-12,102.52,102.55,101.81,102.15,7004350,102.15
2003-12-13,102.15,104.06,101.55,103.48,5994223,103.48
2003-12-16,103.48,107.06,102.08,105.75,2203537,105.75
2003-12-17,105.75,107.23,100.92,102.85,2028799,102.85
2003-12-18,102.85,106.01,102.80,104.99,8446955,104.99
2003-12-19,104.99,106.43,103.90,106.14,8533471,106.14
2003-12-20,106.14,108.32,102.93,103.34,6511454,103.34
2003-12-23,103.34,106.32,102.53,105.91,9381235,105.91
2003-12-24,105.91,106.26,104.39,104.88,6293419,104.88
2003-12-25,104.88,107.60,104.73,106.91,5763699,106.91
2003-12-26,106.91,109.76,106.80,108.60,8823425,108.60
2003-12-27,108.60,113.76,107.25,111.59,7823550,111.59
2003-12-30,111.59,111.74,109.75,110.58,3034562,110.58
2003-12-31,110.58,114.39,109.46,113.39,5517380,113.39
2004-01-01,113.39,116.76,113.06,115.36,9944344,115.36
2004-01-02,115.36,117.93,113.95,116.96,7498860,116.96
2004-01-03,116.96,122.96,116.54,120.45,4954065,120.45
2004-01-06,120.45,124.27,120.17,123.25,5254594,123.25
2004-01-07,123.25,129.14,122.69,126.45,9736652,126.45
2004-01-08,126.45,131.63,123.94,129.57,5194897,129.57
2004-01-09,129.57,130.90,129.32,130.64,4266800,130.64
2004-01-10,130.64,130.66,129.33,129.87,6646558,129.87
2004-01-13,129.87,130.01,126.80,128.27,6367628,128.27
2004-01-14,128.27,128.47,125.15,126.60,5827002,126.60
2004-01-15,126.60,126.91,125.94,126.25,1120570,126.25
2004-01-16,126.25,127.03,123.60,124.88,4534553,124.88
2004-01-17,124.88,131.73,121.92,128.40,3000684,128.40
2004-01-20,128.40,130.86,122.15,124.54,1390053,124.54
2004-01-21,124.54,125.09,123.35,123.68,4074742,123.68
2004-01-22,123.68,126.87,121.69,125.80,7713358,125.80
2004-01-23,125.80,128.14,124.34,127.27,7334502,127.27
2004-01-24,127.27,127.38,124.02,124.31,7058358,124.31
2004-01-27,124.31,126.85,124.12,125.97,6634110,125.97
2004-01-28,125.97,127.25,123.55,123.79,7130848,123.79
2004-01-29,123.79,124.89,119.45,121.48,5442721,121.48
2004-01-30,121.48,126.40,120.97,124.85,5494767,124.85
2004-01-31,124.85,130.23,124.70,127.68,3960303,127.68
2004-02-03,127.68,128.12,127.02,127.07,7779079,127.07
2004-02-04,127.07,130.36,126.28,129.06,6240639,129.06
2004-02-05,129.06,132.06,128.95,130.68,7658062,130.68
2004-02-06,130.68,132.78,125.76,127.69,7346137,127.69
2004-02-07,127.69,128.06,124.25,125.27,2643340,125.27
2004-02-10,125.27,125.98,123.91,123.95,1350548,123.95
2004-02-11,123.95,124.52,122.99,122.99,1674555,122.99
2004-02-12,122.99,124.55,119.74,120.86,1645690,120.86
2004-02-13,120.86,121.61,120.58,121.27,2023894,121.27
2004-02-14,121.27,124.59,118.79,124.51,7845627,124.51
2004-02-17,124.51,124.81,124.05,124.07,3813357,124.07
2004-02-18,124.07,125.69,121.16,122.19,9001660,122.19
2004-02-19,122.19,123.11,119.46,120.18,4984097,120.18
2004-02-20,120.18,122.66,116.41,116.59,5579790,116.59
2004-02-21,116.59,117.83,113.77,114.49,2162424,114.49
2004-02-24,114.49,114.71,114.48,114.61,1342044,114.61
2004-02-25,114.61,116.31,113.77,116.07,9238699,116.07
2004-02-26,116.07,121.17,114.36,119.34,6953883,119.34
2004-02-27,119.34,119.37,119.27,119.28,4030351,119.28
2004-02-28,119.28,119.92,114.04,116.36,2806362,116.36
2004-03-02,116.36,116.95,113.16,114.62,8708082,114.62
2004-03-03,114.62,114.80,113.59,114.02,8620937,114.02
2004-03-04,114.02,114.93,111.74,111.90,2443088,111.90
2004-03-05,111.90,111.90,110.68,110.99,8248131,110.99
2004-03-06,110.99,113.45,107.75,108.36,6718278,108.36
2004-03-09,108.36,109.25,108.02,109.06,9656230,109.06
2004-03-10,109.06,109.77,109.00,109.74,2707848,109.74
2004-03-11,109.74,111.72,104.23,106.68,8008548,106.68
2004-03-12,106.68,106.89,106.32,106.45,9278099,106.45
2004-03-13,106.45,106.81,105.86,105.98,5216764,105.98
2004-03-16,105.98,106.36,105.77,106.28,6494724,106.28
2004-03-17,106.28,108.51,105.00,108.20,7421866,108.20
2004-03-18,108.20,110.97,107.82,109.69,7680112,109.69
2004-03-19,109.69,110.18,107.76,108.54,1382660,108.54
2004-03-20,108.54,110.82,102.99,105.73,3467276,105.73
2004-03-23,105.73,108.12,104.21,107.56,8368764,107.56
2004-03-24,107.56,108.02,106.15,106.83,8728895,106.83
2004-03-25,106.83,107.39,103.36,104.46,6680730,104.46
2004-03-26,104.46,108.81,102.54,107.06,9974601,107.06
2004-03-27,107.06,111.57,106.54,109.66,1651179,109.66
2004-03-30,109.66,110.54,107.87,108.40,8404335,108.40
2004-03-31,108.40,111.29,106.97,109.99,5519730,109.99
2004-04-01,109.99,113.96,107.64,112.82,8803399,112.82
2004-04-02,112.82,114.12,112.68,114.12,1309319,114.12
2004-04-03,114.12,114.28,113.38,113.59,3427260,113.59
2004-04-05,113.59,116.68,110.85,116.48,8596480,116.48
2004-04-06,116.48,116.75,116.35,116.70,3724732,116.70
2004-04-07,116.70,121.52,116.67,119.61,5950017,119.61
2004-04-08,119.61,120.89,117.06,117.18,3023940,117.18
2004-04-09,117.18,121.41,116.61,119.83,5686240,119.83
2004-04-12,119.83,119.94,119.72,119.73,8646335,119.73
2004-04-13,119.73,121.39,117.92,118.06,3764088,118.06
2004-04-14,118.06,119.68,117.31,119.26,3084679,119.26
2004-04-15,119.26,123.46,117.67,121.56,6802965,121.56
2004-04-16,121.56,127.11,120.99,124.79,1522825,124.79
2004-04-19,124.79,125.43,123.04,123.75,5647484,123.75
2004-04-20,123.75,125.50,119.38,121.08,9584238,121.08
2004-04-21,121.08,124.62,118.95,123.98,1899374,123.98
2004-04-22,123.98,125.77,120.94,121.39,4316017,121.39
2004-04-23,121.39,124.44,120.60,123.96,2771857,123.96
2004-04-26,123.96,130.19,121.88,127.49,6946782,127.49
2004-04-27,127.49,129.95,126.24,129.32,7016970,129.32
2004-04-28,129.32,130.76,126.23,127.06,5255168,127.06
2004-04-29,127.06,130.96,124.77,130.48,4345016,130.48
2004-04-30,130.48,132.46,130.21,131.79,9922898,131.79
2004-05-03,131.79,133.78,126.90,128.93,3057549,128.93
2004-05-04,128.93,129.57,123.10,125.62,9927524,125.62
2004-05-05,125.62,128.85,125.32,127.49,3060345,127.49
2004-05-06,127.49,128.26,124.55,125.01,4567089,125.01
2004-05-07,125.01,125.83,124.54,125.60,9536859,125.60
2004-05-10,125.60,125.72,125.28,125.43,5134566,125.43
2004-05-11,125.43,125.99,123.41,123.56,4337944,123.56
2004-05-12,123.56,124.08,117.88,120.62,9425242,120.62
2004-05-13,120.62,120.82,119.15,119.60,4772770,119.60
2004-05-14,119.60,120.25,113.80,116.64,6224599,116.64
2004-05-17,116.64,119.40,116.25,119.26,7964291,119.26
2004-05-18,119.26,119.92,115.53,115.78,5929573,115.78
2004-05-19,115.78,115.82,115.03,115.30,3085049,115.30
2004-05-20,115.30,115.68,115.00,115.64,5732375,115.64
2004-05-21,115.64,116.46,114.01,114.72,6801938,114.72
2004-05-24,114.72,115.03,114.71,114.91,6741846,114.91
2004-05-25,114.91,116.21,112.14,112.29,8945897,112.29
2004-05-26,112.29,113.69,109.78,110.53,7099526,110.53
2004-05-27,110.53,111.86,110.08,111.22,8603464,111.22
2004-05-28,111.22,113.07,107.47,109.21,8557536,109.21
2004-05-31,109.21,110.65,108.58,110.35,4485636,110.35
2004-06-01,110.35,110.72,105.92,107.20,1201650,107.20
2004-06-02,107.20,107.42,103.07,104.37,8324873,104.37
2004-06-03,104.37,104.64,103.78,103.96,6494559,103.96
2004-06-04,103.96,104.56,103.75,104.33,4753960,104.33
2004-06-07,104.33,107.98,103.73,106.53,5537815,106.53
2004-06-08,106.53,110.80,104.60,109.63,5342429,109.63
2004-06-09,109.63,113.18,109.01,112.63,7191924,112.63
2004-06-10,112.63,114.92,112.05,114.66,6161978,114.66
2004-06-11,114.66,115.32,114.49,115.29,4452380,115.29
2004-06-14,115.29,115.53,110.28,112.04,5276188,112.04
2004-06-15,112.04,113.45,111.37,113.03,7464604,113.03
2004-06-16,113.03,116.80,110.65,116.27,3587931,116.27
2004-06-17,116.27,117.52,113.93,114.63,1025023,114.63
2004-06-18,114.63,117.31,110.00,111.77,6633926,111.77
2004-06-21,111.77,111.79,110.81,111.17,1287361,111.17
2004-06-22,111.17,111.57,111.01,111.42,4622221,111.42
2004-06-23,111.42,112.43,110.94,112.04,3909163,112.04
2004-06-24,112.04,115.79,110.38,114.38,1015502,114.38
2004-06-25,114.38,114.51,113.59,113.66,5264043,113.66
2004-06-28,113.66,115.33,111.61,111.62,2668156,111.62
2004-06-29,111.62,113.94,110.82,113.23,3532649,113.23
2004-06-30,113.23,114.02,111.49,112.35,1270441,112.35
2004-07-01,112.35,113.30,110.97,111.20,2279650,111.20
2004-07-02,111.20,111.56,109.91,110.53,5250477,110.53
2004-07-05,110.53,112.97,109.03,112.05,6793201,112.05
2004-07-06,112.05,113.11,107.40,109.35,6140410,109.35
2004-07-07,109.35,113.81,108.46,111.75,7777799,111.75
2004-07-08,111.75,113.37,108.36,109.94,6246737,109.94
2004-07-09,109.94,110.87,109.84,110.45,5436327,110.45
2004-07-12,110.45,111.99,109.96,111.48,8954228,111.48
2004-07-13,111.48,113.23,110.88,112.89,6241327,112.89
2004-07-14,112.89,114.61,112.65,113.79,5144976,113.79
2004-07-15,113.79,114.47,110.90,111.90,5319489,111.90
2004-07-16,111.90,114.09,106.23,108.76,9923094,108.76
2004-07-19,108.76,111.29,108.28,110.08,2945985,110.08
2004-07-20,110.08,110.49,108.67,109.00,7844675,109.00
2004-07-21,109.00,109.54,107.95,108.42,7598211,108.42
2004-07-22,108.42,108.47,106.19,107.20,2903339,107.20
2004-07-23,107.20,107.29,105.99,106.40,5437750,106.40
2004-07-26,106.40,108.48,102.99,104.27,4385939,104.27
2004-07-27,104.27,105.60,102.58,102.84,9245997,102.84
2004-07-28,102.84,106.11,102.67,105.55,3333113,105.55
2004-07-29,105.55,106.25,104.16,104.77,8666740,104.77
2004-07-30,104.77,105.30,104.64,105.09,6970898,105.09
2004-08-02,105.09,105.22,99.73,102.05,2853119,102.05
2004-08-03,102.05,103.67,98.31,99.92,8095281,99.92
2004-08-04,99.92,103.05,99.04,101.63,4862470,101.63
2004-08-05,101.63,102.00,98.52,99.07,9659050,99.07
2004-08-06,99.07,103.82,98.67,101.47,2658149,101.47
2004-08-09,101.47,101.51,101.30,101.37,2437381,101.37
2004-08-10,101.37,101.66,100.02,100.44,3525214,100.44
2004-08-11,100.44,100.65,98.74,99.46,1935045,99.46
2004-08-12,99.46,100.12,99.42,99.97,8467430,99.97
2004-08-13,99.97,103.37,99.78,101.76,9322313,101.76
2004-08-16,101.76,101.82,99.48,100.15,1844075,100.15
2004-08-17,100.15,102.71,98.84,102.57,3917477,102.57
2004-08-18,102.57,107.93,99.87,105.64,9641090,105.64
2004-08-19,105.64,106.16,103.70,104.09,4871756,104.09
2004-08-20,104.09,108.51,102.32,106.49,3999044,106.49
2004-08-23,106.49,106.56,104.33,105.13,3593409,105.13
2004-08-24,105.13,105.39,104.13,104.31,5768119,104.31
2004-08-25,104.31,104.64,103.66,103.81,8920593,103.81
2004-08-26,103.81,104.72,99.04,101.37,9091534,101.37
2004-08-27,101.37,102.18,101.00,101.82,7073066,101.82
2004-08-30,101.82,102.79,99.48,100.45,6524963,100.45
2004-08-31,100.45,101.43,99.90,101.24,3493712,101.24
2004-09-01,101.24,103.28,98.53,98.54,5674244,98.54
2004-09-02,98.54,99.50,98.02,99.28,4069130,99.28
2004-09-03,99.28,99.30,97.81,98.39,3865296,98.39
2004-09-06,98.39,98.43,98.37,98.42,3720384,98.42
2004-09-07,98.42,100.18,98.34,100.09,1611355,100.09
2004-09-08,100.09,100.58,99.55,99.55,4932587,99.55
2004-09-09,99.55,102.49,98.13,102.27,2775821,102.27
2004-09-10,102.27,105.74,101.06,104.98,5092651,104.98
2004-09-13,104.98,108.02,104.26,107.34,9471960,107.34
2004-09-14,107.34,107.37,107.26,107.28,2012043,107.28
2004-09-15,107.28,111.16,107.10,109.43,1279154,109.43
2004-09-16,109.43,110.75,106.11,107.05,3197155,107.05
2004-09-17,107.05,107.05,106.95,106.98,5799324,106.98
2004-09-20,106.98,107.13,106.13,106.18,6880193,106.18
